trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,8,1.0,0.0,2.9,0.0,1.0,2.9,0.0
2,2,aquatic heterotroph bacteria,1,0,9,1.0,0.0,2.6363636363636362,0.0,1.0,2.6363636363636362,0.0
3,3,sulfate-reducing bacteria,1,0,6,1.0,0.0,3.625,0.0,1.0,3.625,0.0
4,4,aquatic protozoa,1,0,9,1.0,0.0,2.6363636363636362,0.0,1.0,2.6363636363636362,0.0
5,5,Anechosoma,1,0,6,1.0,0.0,3.625,0.0,1.0,3.625,0.0
6,6,aquatic unicellular/small algae (general),1,0,8,1.0,0.0,2.9,0.0,1.0,3.4433838383838387,0.0
7,7,aquatic unicellular/small algae (general),1,0,6,1.0,0.0,3.625,0.0,1.0,3.4433838383838387,0.0
8,8,aquatic unicellular/small algae (general),1,0,7,1.0,0.0,3.2222222222222223,0.0,1.0,3.4433838383838387,0.0
9,9,aquatic unicellular/small algae (general),1,0,9,1.0,0.0,2.6363636363636362,0.0,1.0,3.4433838383838387,0.0
10,10,aquatic unicellular/small algae (general),1,0,4,1.0,0.0,4.833333333333333,0.0,1.0,3.4433838383838387,0.0
11,11,planktic large colonial algae,1,0,7,1.0,0.0,3.2222222222222223,0.0,1.0,3.2222222222222223,0.0
12,12;15;16,benthic filamentous algae,3,0,2,1.0,0.0,7.25,0.0,1.0,8.458333333333332,0.0
13,13;14,benthic filamentous algae,2,0,1,1.0,0.0,9.666666666666666,0.0,1.0,8.458333333333332,0.0
17,17;19;22;23;24,other benthic/epiphytic algae,5,1,1,2.0,1.0,29.0,29.0,2.0,14.5,29.0
18,18;20,other benthic/epiphytic algae,2,1,0,2.0,1.0,0.0,29.0,2.0,14.5,29.0
21,21,charophytes,1,6,0,3.0,2.0,0.0,0.90625,3.0,0.0,0.90625
25,25,aquatic saprotrophs,1,10,0,2.0,1.0,0.0,2.9,2.0,5.8,11.793333333333333
26,26,aquatic saprotrophs,1,3,0,2.0,1.0,0.0,9.666666666666666,2.0,5.8,11.793333333333333
27,27,aquatic saprotrophs,1,1,0,2.0,1.0,0.0,29.0,2.0,5.8,11.793333333333333
28,28,aquatic saprotrophs,1,2,0,2.0,1.0,0.0,14.5,2.0,5.8,11.793333333333333
29,29,aquatic saprotrophs,1,10,1,2.0,1.0,29.0,2.9,2.0,5.8,11.793333333333333
30,30,small algae parasites,1,10,1,2.0,1.0,29.0,2.9,2.0,29.0,2.9
31,31,aquatic macrophyte parasites,1,2,0,2.0,1.0,0.0,14.5,2.0,0.0,14.5
32,32,aquatic nematodes,1,10,0,2.0,1.0,0.0,2.9,2.0,0.0,2.9
33,33,swimming filter feeders,1,1,0,2.0,1.0,0.0,29.0,2.0,0.0,19.333333333333332
34,34,swimming filter feeders,1,3,0,2.0,1.0,0.0,9.666666666666666,2.0,0.0,19.333333333333332
35,35,swimming scrapers,1,12,1,2.0,1.0,29.0,2.4166666666666665,2.0,29.0,2.4166666666666665
36,36,arthropod omnivores,1,1,1,2.0,1.0,29.0,29.0,2.0,14.5,16.916666666666668
37,37,arthropod omnivores,1,6,0,2.0,1.0,0.0,4.833333333333333,2.0,14.5,16.916666666666668
38,38,benthic predators,1,9,1,2.0,1.0,29.0,3.2222222222222223,2.0,29.0,3.2222222222222223
