sp_name,guild,guild_no,guild_richness,guild_no_prey,guild_no_preds,terr,aqu,sp_no_prey,sp_no_preds
1,terrestrial detritus,1,1,0,4,1,0,0,2
2,land plants,2,8,0,4,1,0,0,2
3,land plants,2,8,0,4,1,0,0,2
4,land plants,2,8,0,4,1,0,0,2
5,land plants,2,8,0,4,1,0,0,3
6,land plants,2,8,0,4,1,0,0,4
7,land plants,2,8,0,4,1,0,0,3
8,land plants,2,8,0,4,1,0,0,3
9,land plants,2,8,0,4,1,0,0,3
10,heterotrophic microbes,3,1,2,7,1,0,1,4
11,terrestrial fungi,4,1,10,7,1,0,10,5
12,terrestrial microbivores,5,1,3,8,1,0,3,4
13,terrestrial detritivores,6,2,4,8,1,0,2,4
14,terrestrial detritivores,6,2,4,8,1,0,1,5
15,mites,7,2,12,8,1,0,4,6
16,mites,7,2,12,8,1,0,12,4
17,small terrestrial arthropod predators,8,3,9,8,1,0,1,4
18,small terrestrial arthropod predators,8,3,9,8,1,0,9,4
19,small terrestrial arthropod predators,8,3,9,8,1,0,5,7
20,large terrestrial arthropod predators,9,5,13,5,1,0,6,3
21,large terrestrial arthropod predators,9,5,13,5,1,0,13,4
22,large terrestrial arthropod predators,9,5,13,5,1,0,5,2
23,large terrestrial arthropod predators,9,5,13,5,1,0,5,3
24,large terrestrial arthropod predators,9,5,13,5,1,0,13,5
25,benthic algae,10,1,0,6,1,1,0,4
26,nematodes,11,1,11,5,1,1,5,3
