trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,terrestrial detritus,1,0,15,1.0,0.0
2,2,land plants,1,0,7,1.0,0.0
3,3,land plants,1,0,11,1.0,0.0
4,4,land plants,1,0,5,1.0,0.0
5,5,land plants,1,0,8,1.0,0.0
6,6,land plants,1,0,7,1.0,0.0
7,7,land plants,1,0,13,1.0,0.0
8,8,land plants,1,0,4,1.0,0.0
9,9,land plants,1,0,9,1.0,0.0
10,10,terrestrial heterotroph microbes,1,3,3,2.5,1.0
11,11,terrestrial heterotroph microbes,1,1,3,2.0,1.0
12,12;14;18;20;26;34;42,terrestrial saprotrophs,7,1,0,2.0,1.0
13,13;21;25,terrestrial saprotrophs,3,1,1,2.0,1.0
15,15;17;24,terrestrial saprotrophs,3,1,1,2.0,1.0
16,16,terrestrial saprotrophs,1,1,1,2.0,1.0
19,19,terrestrial saprotrophs,1,1,1,2.0,1.0
22,22,terrestrial saprotrophs,1,1,2,2.0,1.0
23,23,terrestrial saprotrophs,1,1,2,2.0,1.0
27,27,mycorrhizae,1,6,0,2.0,1.0
28,28;33,mycorrhizae,2,1,0,2.0,1.0
29,29,mycorrhizae,1,6,0,2.0,1.0
30,30,mycorrhizae,1,4,0,2.0,1.0
31,31,mycorrhizae,1,4,2,2.0,1.0
32,32,mycorrhizae,1,3,0,2.0,1.0
35,35,mycorrhizae,1,7,0,2.0,1.0
36,36,plant parasites,1,5,0,2.0,1.0
37,37,plant parasites,1,2,1,2.0,1.0
38,38,plant parasites,1,4,1,2.0,1.0
39,39,plant parasites,1,8,0,2.0,1.0
40,40,plant parasites,1,9,0,2.0,1.0
41,41,plant parasites,1,9,1,2.0,1.0
43,43,fungal parasites,1,3,0,3.0,2.0
44,44,fungal parasites,1,2,0,3.0,2.0
45,45,fungal parasites,1,1,1,3.0,2.0
46,46,terrestrial microbivores,1,1,4,4.0,3.0
47,47,terrestrial detritivores,1,4,2,3.0,2.0
48,48,terrestrial detritivores,1,1,2,3.0,2.0
49,49,mites,1,5,2,2.4,2.0
50,50,mites,1,2,5,2.8,2.0
51,51,terrestrial arthropod predators (1),1,1,5,2.0,1.0
52,52,terrestrial arthropod predators (1),1,4,3,4.6,4.0
53,53,terrestrial arthropod predators (1),1,3,6,4.25,3.0
54,54,terrestrial arthropod predators (2),1,13,2,4.779999999999999,3.0
55,55,terrestrial arthropod predators (2),1,7,3,4.928571428571429,4.0
56,56,terrestrial arthropod predators (2),1,1,3,4.75,4.0
57,57,terrestrial arthropod predators (2),1,13,3,4.779999999999999,3.0
58,58,terrestrial arthropod predators (2),1,1,3,5.75,5.0
59,59,aquatic detritus,1,0,6,1.0,0.0
60,60,aquatic heterotroph microbes,1,6,5,3.238095238095238,2.0
61,61,aquatic heterotroph microbes,1,9,5,3.083333333333333,1.0
62,62,aquatic heterotroph microbes,1,4,3,3.0,3.0
63,63,aquatic unicellular/small algae,1,0,3,1.0,0.0
64,64,aquatic unicellular/small algae,1,0,2,1.0,0.0
65,65,aquatic unicellular/small algae,1,0,3,1.0,0.0
66,66,aquatic unicellular/small algae,1,0,2,1.0,0.0
67,67,aquatic unicellular/small algae,1,0,2,1.0,0.0
68,68;69;71;72;80,planktic large colonial algae,5,0,0,1.0,0.0
70,70,benthic filamentous algae,1,0,1,1.0,0.0
73,73;78,benthic filamentous algae,2,0,1,1.0,0.0
74,74,other benthic/epiphytic algae,1,0,2,1.0,0.0
75,75;77;79,other benthic/epiphytic algae,3,0,1,1.0,0.0
76,76,other benthic/epiphytic algae,1,0,2,1.0,0.0
81,81,partially terrestrial epilithic/epiphytic algae,1,0,2,1.0,0.0
82,82;84;85;86,aquatic saprotrophs,4,1,1,2.0,1.0
83,83,aquatic saprotrophs,1,1,0,2.0,1.0
87,87,small algae parasites,1,4,0,2.0,1.0
88,88,aquatic macrophyte parasites,1,1,0,2.0,1.0
89,89,nematodes,1,2,1,3.0,2.0
90,90,swimming filter feeders,1,3,1,3.4444444444444446,2.0
91,91,swimming filter feeders,1,2,0,2.857142857142857,2.0
92,92,swimming scrapers,1,6,1,3.0,2.0
93,93,arthropod  omnivores,1,2,1,3.7142857142857144,3.0
94,94,arthropod  omnivores,1,2,1,2.0,1.0
95,95,benthic predators,1,4,0,4.0,3.0
